feature,Estimate_group,pvalue,fdr,fold_change,log2FC,method,vs
Aup1,Group,0.0373,0.1669,1.1393,0.1881,DESeq2,DMSO vs T4400
Aurka,Group,0.0006,0.0121,0.5542,-0.8514,DESeq2,DMSO vs T4400
Aurkaip1,Group,0.004,0.0392,0.8455,-0.2422,DESeq2,DMSO vs T4400
Aurkb,Group,0.0006,0.0122,0.5299,-0.9161,DESeq2,DMSO vs T4400
Aurkc,Group,0.9186,0.9679,0.8576,-0.2216,DESeq2,DMSO vs T4400
Auts2,Group,0.0005,0.0102,1.2528,0.3251,DESeq2,DMSO vs T4400
AV039307,Group,0.2914,0.5698,0.6427,-0.6377,DESeq2,DMSO vs T4400
AV051173,Group,0.239,0.5128,1.6481,0.7208,DESeq2,DMSO vs T4400
AV320801,Group,0.6661,0.849,2.09,1.0635,DESeq2,DMSO vs T4400
Aven,Group,0.7475,0.8907,1.0195,0.0279,DESeq2,DMSO vs T4400
Avil,Group,9.6272e-07,0.0003,4.0541,2.0194,DESeq2,DMSO vs T4400
Avl9,Group,0.0078,0.0603,1.3723,0.4566,DESeq2,DMSO vs T4400
Avpi1,Group,0.0481,0.1961,0.8751,-0.1925,DESeq2,DMSO vs T4400
Avpr1a,Group,0.0085,0.0638,2.6057,1.3817,DESeq2,DMSO vs T4400
AW011738,Group,0.8197,0.9319,1.0443,0.0625,DESeq2,DMSO vs T4400
AW046200,Group,0.0028,0.0318,1.9884,0.9916,DESeq2,DMSO vs T4400
AW112010,Group,0.3927,0.6616,0.4194,-1.2537,DESeq2,DMSO vs T4400
AW146154,Group,0.0795,0.265,1.2691,0.3438,DESeq2,DMSO vs T4400
AW209491,Group,0.2975,0.5758,1.0839,0.1162,DESeq2,DMSO vs T4400
AW549542,Group,0.1407,0.3746,2.0394,1.0282,DESeq2,DMSO vs T4400
AW549877,Group,0.0004,0.0095,1.4683,0.5541,DESeq2,DMSO vs T4400
AW551984,Group,0.5319,0.7625,2.109,1.0766,DESeq2,DMSO vs T4400
AW554918,Group,0.9301,0.9719,0.9933,-0.0097,DESeq2,DMSO vs T4400
Awat2,Group,0.1032,0.3116,0.7258,-0.4624,DESeq2,DMSO vs T4400
Axin1,Group,0.6521,0.8431,0.9805,-0.0284,DESeq2,DMSO vs T4400
Axin2,Group,0.4844,0.7318,0.9398,-0.0895,DESeq2,DMSO vs T4400
Axl,Group,0.6811,0.8552,0.9877,-0.0178,DESeq2,DMSO vs T4400
AY074887,Group,0.7515,0.8927,0.6927,-0.5296,DESeq2,DMSO vs T4400
AY512931,Group,0.8565,0.9473,1.3925,0.4777,DESeq2,DMSO vs T4400
Azgp1,Group,0.4132,0.6775,2.7772,1.4736,DESeq2,DMSO vs T4400
Azi2,Group,0.0566,0.216,1.1436,0.1936,DESeq2,DMSO vs T4400
Azin1,Group,0.5337,0.7635,1.0324,0.046,DESeq2,DMSO vs T4400
Azin2,Group,0.0827,0.2717,1.1226,0.1668,DESeq2,DMSO vs T4400
B130024G19Rik,Group,0.5076,0.7467,0.783,-0.353,DESeq2,DMSO vs T4400
B130034C11Rik,Group,0.8641,0.9491,0.9324,-0.1011,DESeq2,DMSO vs T4400
B230118H07Rik,Group,0.1533,0.3944,0.9142,-0.1294,DESeq2,DMSO vs T4400
B230119M05Rik,Group,0.3682,0.6389,0.5623,-0.8305,DESeq2,DMSO vs T4400
B230206H07Rik,Group,0.8576,0.9473,1.2907,0.3681,DESeq2,DMSO vs T4400
B230208H11Rik,Group,0.2148,0.4821,0.7332,-0.4478,DESeq2,DMSO vs T4400
B230209E15Rik,Group,0.932,0.9722,0.8617,-0.2148,DESeq2,DMSO vs T4400
B230216N24Rik,Group,0.2987,0.5773,0.6423,-0.6388,DESeq2,DMSO vs T4400
B230217C12Rik,Group,0.131,0.3592,0.8012,-0.3197,DESeq2,DMSO vs T4400
B230217O12Rik,Group,0.1576,0.4013,1.2311,0.2999,DESeq2,DMSO vs T4400
B230219D22Rik,Group,0.2176,0.486,1.1002,0.1378,DESeq2,DMSO vs T4400
B230307C23Rik,Group,0.7739,0.9058,0.9633,-0.054,DESeq2,DMSO vs T4400
B230312C02Rik,Group,0.939,0.9744,0.968,-0.0469,DESeq2,DMSO vs T4400
B230319C09Rik,Group,0.027,0.1356,0.3597,-1.4753,DESeq2,DMSO vs T4400
B230354K17Rik,Group,0.161,0.4062,1.1375,0.1859,DESeq2,DMSO vs T4400
B2m,Group,0,0.0016,1.3397,0.4219,DESeq2,DMSO vs T4400
B330016D10Rik,Group,0.4754,0.7246,1.1315,0.1783,DESeq2,DMSO vs T4400
B3galnt1,Group,0.0039,0.039,0.8412,-0.2495,DESeq2,DMSO vs T4400
B3galnt2,Group,0.0537,0.2094,1.1041,0.1429,DESeq2,DMSO vs T4400
B3galt1,Group,0.506,0.7462,0.8311,-0.267,DESeq2,DMSO vs T4400
B3galt2,Group,0.2457,0.5215,0.7599,-0.3962,DESeq2,DMSO vs T4400
B3galt4,Group,0.0017,0.023,1.5342,0.6175,DESeq2,DMSO vs T4400
B3galt5,Group,0.0177,0.1031,0.5776,-0.7919,DESeq2,DMSO vs T4400
B3galt6,Group,0.7256,0.8781,1.0339,0.0482,DESeq2,DMSO vs T4400
B3gat2,Group,0.779,0.9086,1.0624,0.0874,DESeq2,DMSO vs T4400
B3gat3,Group,0.7877,0.9142,0.984,-0.0232,DESeq2,DMSO vs T4400
B3glct,Group,0.3836,0.6532,1.0466,0.0657,DESeq2,DMSO vs T4400
B3gnt2,Group,0.2338,0.5057,1.0447,0.0632,DESeq2,DMSO vs T4400
B3gnt3,Group,0.7197,0.8758,0.5209,-0.9409,DESeq2,DMSO vs T4400
B3gnt4,Group,0.84,0.9428,0.8854,-0.1757,DESeq2,DMSO vs T4400
B3gnt5,Group,0.186,0.4435,0.856,-0.2243,DESeq2,DMSO vs T4400
B3gnt6,Group,0.9878,0.9944,0.991,-0.013,DESeq2,DMSO vs T4400
B3gnt7,Group,0.6371,0.8346,0.5478,-0.8682,DESeq2,DMSO vs T4400
B3gnt8,Group,0.0016,0.0222,0.6831,-0.5498,DESeq2,DMSO vs T4400
B3gnt9,Group,0.8377,0.9416,1.0144,0.0206,DESeq2,DMSO vs T4400
B3gntl1,Group,0.9865,0.9941,1.0013,0.0019,DESeq2,DMSO vs T4400
B430010I23Rik,Group,0.3576,0.6305,0.2847,-1.8123,DESeq2,DMSO vs T4400
B430212C06Rik,Group,0.1993,0.4617,0.6915,-0.5322,DESeq2,DMSO vs T4400
B430319G15Rik,Group,0.5015,0.7434,0.8961,-0.1582,DESeq2,DMSO vs T4400
B4galnt1,Group,0.6818,0.8552,1.0194,0.0277,DESeq2,DMSO vs T4400
B4galnt2,Group,0.617,0.8203,0.8453,-0.2425,DESeq2,DMSO vs T4400
B4galnt3,Group,0.7266,0.8784,0.9294,-0.1057,DESeq2,DMSO vs T4400
B4galnt4,Group,0.4166,0.6803,0.8666,-0.2066,DESeq2,DMSO vs T4400
B4galt1,Group,0.3896,0.6582,1.0401,0.0568,DESeq2,DMSO vs T4400
B4galt2,Group,0.0006,0.0116,0.8678,-0.2045,DESeq2,DMSO vs T4400
B4galt3,Group,0.5354,0.7639,0.9588,-0.0606,DESeq2,DMSO vs T4400
B4galt4,Group,0.422,0.6851,0.9505,-0.0733,DESeq2,DMSO vs T4400
B4galt5,Group,0.0013,0.0201,1.4142,0.5,DESeq2,DMSO vs T4400
B4galt6,Group,0.9154,0.9675,1.0076,0.0109,DESeq2,DMSO vs T4400
B4galt7,Group,0.1273,0.3534,1.1339,0.1813,DESeq2,DMSO vs T4400
B4gat1,Group,0.7008,0.8651,0.9785,-0.0314,DESeq2,DMSO vs T4400
B630005N14Rik,Group,0.1499,0.389,1.1852,0.2451,DESeq2,DMSO vs T4400
B630019K06Rik,Group,0.9431,0.9758,1.0068,0.0098,DESeq2,DMSO vs T4400
B830017H08Rik,Group,0.8576,0.9473,1.3893,0.4743,DESeq2,DMSO vs T4400
B930018H19Rik,Group,0.8669,0.9498,0.8292,-0.2703,DESeq2,DMSO vs T4400
B930041F14Rik,Group,0.5293,0.7609,1.0804,0.1116,DESeq2,DMSO vs T4400
B930059L03Rik,Group,0.6613,0.8466,1.3067,0.3859,DESeq2,DMSO vs T4400
B9d1,Group,0.6201,0.822,0.9654,-0.0508,DESeq2,DMSO vs T4400
B9d2,Group,0.3413,0.6175,0.9353,-0.0965,DESeq2,DMSO vs T4400
Baalc,Group,0.048,0.1958,0.8139,-0.2971,DESeq2,DMSO vs T4400
Baat,Group,0.5875,0.8025,0.4714,-1.0851,DESeq2,DMSO vs T4400
Babam1,Group,0.0329,0.1536,0.9093,-0.1372,DESeq2,DMSO vs T4400
Bace1,Group,0.0028,0.0316,0.8285,-0.2715,DESeq2,DMSO vs T4400
Bace2,Group,0.1272,0.3531,0.869,-0.2026,DESeq2,DMSO vs T4400
Bach1,Group,0.0758,0.2579,1.1679,0.2239,DESeq2,DMSO vs T4400
Bach2,Group,0.3653,0.6362,1.1603,0.2145,DESeq2,DMSO vs T4400
Bach2os,Group,0.9455,0.9767,0.9314,-0.1025,DESeq2,DMSO vs T4400
Bad,Group,0.962,0.9816,1.0027,0.0039,DESeq2,DMSO vs T4400
Bag1,Group,0.5427,0.7696,0.9679,-0.047,DESeq2,DMSO vs T4400
Bag2,Group,0.0012,0.0192,0.7646,-0.3872,DESeq2,DMSO vs T4400
Bag3,Group,0.0429,0.1816,0.9079,-0.1394,DESeq2,DMSO vs T4400
Bag4,Group,0.7704,0.9031,0.9861,-0.0203,DESeq2,DMSO vs T4400
Bag5,Group,0.8118,0.9284,1.0105,0.015,DESeq2,DMSO vs T4400
Bag6,Group,0.1349,0.3654,0.9495,-0.0747,DESeq2,DMSO vs T4400
Bahcc1,Group,0.118,0.3371,0.8698,-0.2012,DESeq2,DMSO vs T4400
Bahd1,Group,0.1461,0.3829,0.9407,-0.0882,DESeq2,DMSO vs T4400
Baiap2,Group,0.0038,0.0386,0.8471,-0.2393,DESeq2,DMSO vs T4400
Baiap2l1,Group,0.6821,0.8552,0.97,-0.044,DESeq2,DMSO vs T4400
Baiap2l2,Group,0.9091,0.9647,1.0469,0.0662,DESeq2,DMSO vs T4400
Bak1,Group,0.003,0.033,0.852,-0.2312,DESeq2,DMSO vs T4400
Bambi,Group,0.0512,0.2036,0.6977,-0.5194,DESeq2,DMSO vs T4400
Bambi-ps1,Group,0.6092,0.8164,0.7695,-0.378,DESeq2,DMSO vs T4400
Banf1,Group,0.0024,0.0289,0.8516,-0.2318,DESeq2,DMSO vs T4400
Bank1,Group,0.2789,0.5571,2.5026,1.3235,DESeq2,DMSO vs T4400
Banp,Group,0.9932,0.9967,0.9995,-0.0007,DESeq2,DMSO vs T4400
Bap1,Group,0.1569,0.4001,0.9477,-0.0774,DESeq2,DMSO vs T4400
Bard1,Group,0.0238,0.1247,0.6732,-0.5708,DESeq2,DMSO vs T4400
Barhl1,Group,0.8691,0.9505,1.123,0.1674,DESeq2,DMSO vs T4400
Barx2,Group,0.962,0.9816,0.9446,-0.0822,DESeq2,DMSO vs T4400
Basp1,Group,0.8079,0.9265,0.9822,-0.026,DESeq2,DMSO vs T4400
Batf,Group,0.4266,0.688,1.3431,0.4255,DESeq2,DMSO vs T4400
Batf2,Group,0.8042,0.9243,1.172,0.2289,DESeq2,DMSO vs T4400
Batf3,Group,0.0407,0.1757,0.1385,-2.8516,DESeq2,DMSO vs T4400
Bax,Group,0.1549,0.3969,1.0903,0.1247,DESeq2,DMSO vs T4400
Baz1a,Group,0.7072,0.869,1.028,0.0398,DESeq2,DMSO vs T4400
Baz1b,Group,0.9289,0.9713,0.995,-0.0072,DESeq2,DMSO vs T4400
Baz2a,Group,0.7065,0.8684,1.0207,0.0296,DESeq2,DMSO vs T4400
Baz2b,Group,0.2565,0.5336,1.1121,0.1532,DESeq2,DMSO vs T4400
BB014433,Group,0.2526,0.5288,1.9997,0.9998,DESeq2,DMSO vs T4400
BB123696,Group,0.8724,0.951,0.8573,-0.2221,DESeq2,DMSO vs T4400
BB557941,Group,0.6438,0.8392,1.2721,0.3473,DESeq2,DMSO vs T4400
Bbc3,Group,0.018,0.1044,1.2153,0.2813,DESeq2,DMSO vs T4400
Bbip1,Group,0.2249,0.4954,1.1039,0.1426,DESeq2,DMSO vs T4400
Bbox1,Group,0.1233,0.3458,0.1172,-3.0929,DESeq2,DMSO vs T4400
Bbs1,Group,0.9018,0.9616,0.9933,-0.0097,DESeq2,DMSO vs T4400
Bbs10,Group,0.9184,0.9679,0.9901,-0.0143,DESeq2,DMSO vs T4400
Bbs12,Group,0.0573,0.2178,1.2042,0.2681,DESeq2,DMSO vs T4400
Bbs2,Group,0.4159,0.6797,1.0424,0.06,DESeq2,DMSO vs T4400
Bbs4,Group,0.2803,0.5583,1.0758,0.1054,DESeq2,DMSO vs T4400
Bbs5,Group,0.0093,0.0675,1.1589,0.2128,DESeq2,DMSO vs T4400
Bbs7,Group,0.0624,0.2297,1.1324,0.1794,DESeq2,DMSO vs T4400
Bbs9,Group,0.827,0.9355,0.9889,-0.0161,DESeq2,DMSO vs T4400
Bbx,Group,0.8554,0.9473,1.0225,0.0321,DESeq2,DMSO vs T4400
BC002163,Group,0.6734,0.852,0.8694,-0.202,DESeq2,DMSO vs T4400
BC003331,Group,0.1006,0.3073,1.2421,0.3128,DESeq2,DMSO vs T4400
BC003965,Group,0.5908,0.8041,0.9648,-0.0517,DESeq2,DMSO vs T4400
BC004004,Group,0.282,0.56,0.9572,-0.0631,DESeq2,DMSO vs T4400
BC005537,Group,0.2621,0.5406,0.95,-0.0741,DESeq2,DMSO vs T4400
BC005561,Group,0.7569,0.8951,1.0406,0.0574,DESeq2,DMSO vs T4400
BC005624,Group,0.195,0.4552,1.0529,0.0744,DESeq2,DMSO vs T4400
BC017158,Group,0.4365,0.6949,1.0537,0.0754,DESeq2,DMSO vs T4400
BC017643,Group,0.915,0.9675,1.0073,0.0105,DESeq2,DMSO vs T4400
BC020402,Group,0.7837,0.9117,1.0426,0.0602,DESeq2,DMSO vs T4400
BC021614,Group,0.7101,0.8711,1.3845,0.4694,DESeq2,DMSO vs T4400
BC021767,Group,0.8945,0.9584,1.0866,0.1198,DESeq2,DMSO vs T4400
BC021785,Group,0.6175,0.8203,1.3339,0.4157,DESeq2,DMSO vs T4400
BC022687,Group,0.0064,0.0532,2.1612,1.1118,DESeq2,DMSO vs T4400
BC023829,Group,0.2677,0.546,1.0762,0.1059,DESeq2,DMSO vs T4400
BC024139,Group,0.118,0.3371,2.265,1.1795,DESeq2,DMSO vs T4400
BC024978,Group,0.9667,0.9839,1.0038,0.0054,DESeq2,DMSO vs T4400
BC025920,Group,0.7679,0.9016,0.9466,-0.0791,DESeq2,DMSO vs T4400
BC026585,Group,0.8567,0.9473,1.3925,0.4777,DESeq2,DMSO vs T4400
BC027231,Group,0.1894,0.4478,1.0593,0.0832,DESeq2,DMSO vs T4400
BC028528,Group,0.1601,0.4051,1.2509,0.323,DESeq2,DMSO vs T4400
BC029214,Group,0.1932,0.4532,0.9103,-0.1356,DESeq2,DMSO vs T4400
BC029722,Group,0.5245,0.7585,1.0338,0.0479,DESeq2,DMSO vs T4400
BC030336,Group,0.1215,0.3428,1.14,0.189,DESeq2,DMSO vs T4400
BC030499,Group,0.8101,0.9277,0.8833,-0.1791,DESeq2,DMSO vs T4400
BC030500,Group,0.1887,0.4474,5.7296,2.5184,DESeq2,DMSO vs T4400
BC030867,Group,0.002,0.0258,0.5797,-0.7865,DESeq2,DMSO vs T4400
BC031181,Group,0.7751,0.9065,0.9873,-0.0184,DESeq2,DMSO vs T4400
BC031361,Group,0.3045,0.5834,1.1764,0.2343,DESeq2,DMSO vs T4400
BC035044,Group,0.0528,0.2071,9.0326,3.1751,DESeq2,DMSO vs T4400
